ibge,anomes,bpc_ben,bpc_pcd_ben,bpc_idoso_ben,bpc_pcd_val,bpc_idoso_val,bpc_val
430900,202508,588,417,171,634530.63,261096,895626.63
430905,202508,215,117,98,177615.18,148765.12,326380.30
430910,202508,351,191,160,289951.15,242881.86,532833.01
430912,202508,10,10,0,15180.48,,15180.48
430915,202508,44,41,3,62238.76,4554,66792.76
430920,202508,6594,3609,2985,5478797,4531298.61,10010095.61
430925,202508,7,7,0,10626,,10626.0
430930,202508,2707,1626,1081,2469892.95,1642484.91,4112377.86
430940,202508,300,190,110,291461.45,168499.56,459961.01
430950,202508,161,127,34,194304.74,51612.3,245917.04
430955,202508,34,25,9,37952.78,13662,51614.78
430957,202508,33,31,2,47058.4,3036,50094.4
430960,202508,309,204,105,309674.11,159390.5,469064.61
430965,202508,146,100,46,151800.73,69828,221628.73
430970,202508,102,80,22,121440.63,33396,154836.63
430975,202508,59,50,9,75903.65,13662,89565.65
430980,202508,69,41,28,62239,42504,104743
430990,202508,110,86,24,130548.99,36432,166980.99
430995,202508,141,126,15,191268,22770,214038
431000,202508,302,158,144,239848.56,218592.87,458441.43
431010,202508,472,309,163,469085.92,247436.27,716522.19
431020,202508,2266,1398,868,2123730.57,1319145.94,3442876.51
431030,202508,46,35,11,53130.9,16698,69828.9
431033,202508,700,390,310,592078.81,473634.35,1065713.16
431036,202508,13,10,3,15180.3,4554,19734.3
431040,202508,172,116,56,176088.87,85008.62,261097.49
431041,202508,39,26,13,39468,19734,59202
431043,202508,48,31,17,47058,25806,72864
431046,202508,12,9,3,13662,4554,18216
431050,202508,234,153,81,232255.68,122958.45,355214.13
431053,202508,90,50,40,75906.01,60721.34,136627.35
431055,202508,63,39,24,59202,36432.84,95634.84
431057,202508,26,26,0,39468,,39468.0
431060,202508,1798,1144,654,1744222.74,992774.24,2736996.98
431065,202508,33,25,8,37952.8,12144,50096.8
431070,202508,64,55,9,83490,13662,97152
431075,202508,7,6,1,9108,1518,10626
431080,202508,151,92,59,139659.85,89562,229221.85
431085,202508,46,43,3,65275.52,4554,69829.52
431087,202508,27,23,4,34914,6072,40986
431090,202508,42,34,8,51613.52,12144,63757.52
431100,202508,1554,936,618,1420902.12,938127.95,2359030.07
431110,202508,244,148,96,224670.6,145728.6,370399.2
431112,202508,32,23,9,34914.33,13662,48576.33
431113,202508,32,23,9,34914,13662,48576
431115,202508,172,133,39,201896.82,59202,261098.82
431120,202508,685,406,279,616333.77,423524.94,1039858.71
431123,202508,11,11,0,16698.32,,16698.32
431125,202508,117,106,11,160908.66,16698,177606.66
431127,202508,7,3,4,4554,6072,10626
431130,202508,793,537,256,816705.45,388610.98,1205316.43
431140,202508,1083,770,313,1168894.13,476656.89,1645551.02
431142,202508,30,26,4,39469.57,6072,45541.57
431150,202508,242,163,79,247439.41,119922.84,367362.25
431160,202508,41,37,4,56166.7,6072,62238.7
431162,202508,7,7,0,10626.83,,10626.83
431164,202508,10,9,1,13662,1518,15180
431170,202508,133,92,41,139656.2,62238,201894.2
431171,202508,103,56,47,85008,71346.4,156354.4
431173,202508,16,15,1,22771.35,1518,24289.35
431175,202508,219,123,96,186719.08,145728,332447.08
431177,202508,146,104,42,157878.42,63757.69,221636.11
431179,202508,15,11,4,18216.2,6072.6,24288.8
431180,202508,508,311,197,472106.16,299047.52,771153.68
431190,202508,68,52,16,78936.6,24288,103224.6
431198,202508,103,71,32,107621.22,48576.02,156197.24
431200,202508,24,20,4,30360,6072,36432
431205,202508,30,28,2,42505.52,3036,45541.52
431210,202508,126,76,50,115370.21,75900,191270.21
431213,202508,34,26,8,39468.6,12144,51612.6
431215,202508,22,20,2,30362.7,3036,33398.7
431217,202508,10,10,0,15181.21,,15181.21
431220,202508,64,53,11,80456.29,16698,97154.29
431225,202508,214,108,106,163945.53,160908.44,324853.97
431230,202508,106,87,19,132071.46,28842,160913.46
431235,202508,5,5,0,7590,,7590.0
431237,202508,22,19,3,28842.73,4554,33396.73
431238,202508,14,11,3,16698,4554,21252
431240,202508,1227,809,418,1232688.34,634530.87,1867219.21
431242,202508,49,46,3,69828.53,4554,74382.53
431244,202508,49,41,8,62240.49,12144,74384.49
431245,202508,63,51,12,77418.78,18216.6,95635.38
431247,202508,19,13,6,19734,9108,28842
431250,202508,362,200,162,303604.86,245916.6,549521.46
431260,202508,50,43,7,65275.5,10626,75901.5
431261,202508,28,22,6,33397.37,9108,42505.37
431262,202508,17,14,3,21252,4554,25806
431265,202508,158,92,66,139658.39,100188,239846.39
431267,202508,19,14,5,21252,7590,28842
431270,202508,393,293,100,444780.59,153318.56,598099.15
431275,202508,35,31,4,47058.26,6072,53130.26
431280,202508,25,20,5,30360,7590,37950
431290,202508,35,31,4,47060.7,6072,53132.7
431295,202508,6,3,3,4554,4554,9108
431300,202508,29,24,5,36432,7590,44022
431301,202508,13,12,1,18216,1518,19734
431303,202508,61,35,26,53131.07,39468,92599.07
431306,202508,256,135,121,204933.31,183678.51,388611.82
431308,202508,8,6,2,9109.42,3036,12145.42
431310,202508,64,46,18,69828.82,27324,97152.82
431320,202508,260,172,88,261097.69,133584,394681.69
431330,202508,284,205,79,312714.59,119922,432636.59
431333,202508,28,22,6,33396,9108,42504
431335,202508,15,11,4,16698.05,6072,22770.05
431337,202508,552,297,255,452392.12,388613.93,841006.05
431339,202508,40,30,10,45540,15180,60720
431340,202508,4062,2362,1700,3590248.86,2580632.46,6170881.32
431342,202508,43,28,15,42504.4,22770,65274.4
431344,202508,33,32,1,48577.03,1518,50095.03
431346,202508,8,7,1,10626.4,1518,12144.4
431349,202508,34,34,0,51614.04,,51614.04
431350,202508,1307,809,498,1228146.22,755974.29,1984120.51
431360,202508,68,49,19,74382,28842,103224
431365,202508,454,221,233,337005.22,353697.45,690702.67
431370,202508,1433,864,569,1313113.01,865267.81,2178380.82
431380,202508,116,103,13,156357.16,19734,176091.16
431390,202508,569,349,220,529790.84,333962.24,863753.08
431395,202508,386,181,205,274762.61,311190,585952.61
431400,202508,47,31,16,47058,24288,71346
431402,202508,96,69,27,106263.28,40987.61,147250.89
431403,202508,41,29,12,44022.6,18216,62238.6
431405,202508,978,639,339,970044.3,514605.99,1484650.29
431406,202508,38,36,2,54648.54,3036,57684.54
431407,202508,54,43,11,65275.02,16698,81973.02
431410,202508,4197,2661,1536,4044153.36,2331697.96,6375851.32
431413,202508,16,14,2,21252.79,3036,24288.79
431415,202508,96,72,24,109299.76,36432.6,145732.36
431417,202508,24,13,11,19734,16698.4,36432.4
431420,202508,444,300,144,455407.5,218592.27,673999.77
431430,202508,87,39,48,59202.7,72864,132066.7
431440,202508,12680,8909,3771,13536477.16,5726030.66,19262507.82
431442,202508,31,21,10,31878.3,15180,47058.3
431445,202508,32,30,2,45541.26,3036,48577.26
431446,202508,6,5,1,7590.8,1518,9108.8
431447,202508,93,72,21,109297.13,31878.7,141175.83
431449,202508,68,56,12,85010.11,18216,103226.11
431450,202508,469,307,162,466033.19,245916,711949.19
431454,202508,14,10,4,15180.7,6072,21252.7
431455,202508,55,42,13,63757.25,19734.95,83492.20
431460,202508,612,431,181,655785.7,274759.3,930545.0
431470,202508,153,116,37,176090.86,57684,233774.86
431475,202508,13,10,3,15180,4554,19734
431477,202508,58,39,19,59203.81,28842,88045.81
431478,202508,7,7,0,10626,,10626.0
431480,202508,928,626,302,953339.9,459958.24,1413298.14
431490,202508,43646,26587,17059,40410362.8,25912550.46,66322913.26
431500,202508,86,64,22,97152.68,33396.4,130549.08
431505,202508,25,19,6,28842,9108,37950
431507,202508,10,10,0,15181.15,,15181.15
431510,202508,275,204,71,309677.24,107778,417455.24
431513,202508,21,20,1,30361.37,1518,31879.37
431514,202508,17,10,7,15180.95,10626,25806.95
431515,202508,102,87,15,132066.86,22770,154836.86
431517,202508,14,11,3,16698,4554,21252
431520,202508,42,37,5,56166.2,7590,63756.2
431530,202508,1442,694,748,1056560.35,1138502.61,2195062.96
431531,202508,23,21,2,31878.7,3036,34914.7
431532,202508,37,31,6,47059.39,9108,56167.39
431535,202508,34,19,15,28843.97,22770.4,51614.37
431540,202508,151,125,26,189752.31,39468.7,229221.01
431545,202508,14,11,3,16698,4554,21252
431550,202508,409,215,194,326377.75,296012.69,622390.44
431555,202508,17,16,1,24289.3,1518,25807.3
431560,202508,6185,4225,1960,6415447.28,2976852.74,9392300.02
431570,202508,1127,686,441,1041374.25,670960.75,1712335.00
431575,202508,60,47,13,71346.45,19735.5,91081.95
431580,202508,105,81,24,122960.87,36432.99,159393.86
431590,202508,161,136,25,206449,37950,244399
431595,202508,25,20,5,30361.27,7590,37951.27
431600,202508,321,196,125,297548.48,189752.07,487300.55
431610,202508,131,93,38,141177.09,57684.22,198861.31
431620,202508,35,28,7,42504,10626,53130
431630,202508,141,109,32,165462.79,48576,214038.79
431640,202508,1521,957,564,1452752.99,857671.14,2310424.13
431642,202508,47,42,5,63758.02,7590,71348.02
431643,202508,51,24,27,36432,40986,77418
431645,202508,376,229,147,347626.6,223146,570772.6
431647,202508,17,16,1,24288,1518,25806
431650,202508,30,16,14,24288,21252,45540
431660,202508,262,176,86,267169.13,130548,397717.13
431670,202508,248,114,134,173054.86,203412.61,376467.47
431673,202508,12,10,2,15180,3036,18216
431675,202508,35,26,9,39468,13662,53130
431680,202508,1537,1158,379,1758077.77,576853.28,2334931.05
431690,202508,6088,3572,2516,5425590.63,3819342.75,9244933.38
431695,202508,19,14,5,21252.6,7590,28842.6
431697,202508,19,15,4,22771.82,6072.5,28844.32
431700,202508,218,167,51,253507.68,77418,330925.68
431710,202508,4950,2198,2752,3336635.73,4179067.87,7515703.60
431720,202508,1472,956,516,1455028.85,783291.83,2238320.68
431725,202508,4,3,1,4554.4,1518,6072.4
431730,202508,1291,825,466,1253950.88,708917.78,1962868.66
431740,202508,1355,657,698,997356.05,1062609,2059965.05
431750,202508,2127,1453,674,2207238.56,1024656.43,3231894.99
431755,202508,8,7,1,10626,1518,12144
431760,202508,1241,809,432,1231125.89,655779.65,1886905.54
431770,202508,473,314,159,476655.48,241362,718017.48
431775,202508,27,20,7,30361.55,10626,40987.55
431780,202508,584,353,231,537377.2,350659.4,888036.6
431790,202508,137,109,28,166985.34,42504.76,209490.10
431795,202508,13,11,2,16698,3036,19734
431800,202508,3446,1851,1595,2812904.85,2422737.68,5235642.53
431805,202508,17,14,3,21252,4554,25806
431810,202508,613,401,212,608731.52,321816,930547.52
431820,202508,414,234,180,355216.2,273240.8,628457.0
431830,202508,2811,1802,1009,2735414.03,1533184.89,4268598.92
431840,202508,548,359,189,544987.55,288422.58,833410.13
431842,202508,45,38,7,57684.7,10626.16,68310.86
431843,202508,14,12,2,18218.12,3036,21254.12
431844,202508,15,11,4,16698.18,6072,22770.18
431845,202508,33,30,3,45540.4,4554,50094.4
431846,202508,31,27,4,40987.38,6072,47059.38
431848,202508,18,12,6,18216,9108,27324
431849,202508,14,12,2,18216,3036,21252
431850,202508,977,769,208,1168917.62,317265.22,1486182.84
431860,202508,125,79,46,119922.61,69828,189750.61
431861,202508,11,6,5,9108.22,7590,16698.22
431862,202508,71,50,21,77418.65,31878,109296.65
431870,202508,4989,3101,1888,4709061.26,2869057.35,7578118.61
431880,202508,1194,862,332,1310065.99,503977,1814042.99
431890,202508,1327,787,540,1196214.21,819722.82,2015937.03
431900,202508,204,137,67,207967.28,101706,309673.28
431910,202508,65,47,18,71346.8,27324,98670.8
431912,202508,66,49,17,74494.51,25806.59,100301.10
431915,202508,188,152,36,230739.54,54648,285387.54
431920,202508,196,141,55,214038.35,83490.66,297529.01
431930,202508,92,72,20,109297.26,30360,139657.26
431935,202508,7,6,1,9108,1518,10626
431936,202508,17,15,2,22772.75,3036,25808.75
431937,202508,25,19,6,28842.8,9108,37950.8
431940,202508,471,324,147,491847.85,223146.7,714994.55
431950,202508,538,338,200,513113.28,303603.37,816716.65
431960,202508,814,469,345,711961.62,523710.3,1235671.92
431970,202508,65,59,6,89562.53,9108,98670.53
431971,202508,6,6,0,9108,,9108.0
431973,202508,20,16,4,24290.02,6072,30362.02
431975,202508,11,9,2,13662.2,3036,16698.2
431980,202508,261,147,114,223148.39,173052.5,396200.89
431990,202508,1204,739,465,1121872.27,705885.65,1827757.92
432000,202508,2898,1719,1179,2609565.55,1791252.04,4400817.59
432010,202508,280,190,90,288424.5,136620,425044.5
432020,202508,236,204,32,309677.65,48576.4,358254.05
432023,202508,20,17,3,25806.4,4554,30360.4
432026,202508,79,67,12,101708.48,18216,119924.48
432030,202508,60,30,30,45540,45540,91080
432032,202508,13,9,4,13662,6072,19734
432035,202508,122,92,30,139656.9,45540,185196.9
432040,202508,123,90,33,136622.3,50094.08,186716.38
432045,202508,6,6,0,9108,,9108.0
432050,202508,93,60,33,91080.66,50094,141174.66
432055,202508,169,119,50,180643.8,75900,256543.8
432057,202508,15,12,3,18216,4554,22770
432060,202508,33,27,6,40986,9108,50094
432065,202508,24,21,3,31878,6072.43,37950.43
432067,202508,88,77,11,116890.01,16698,133588.01
432070,202508,405,331,74,502471.67,112333.18,614804.85
432080,202508,916,655,261,995870.81,396202.69,1392073.50
432085,202508,30,23,7,34914,10626,45540
432090,202508,348,235,113,359769.78,171534,531303.78
432100,202508,190,125,65,189751.11,100188,289939.11
432110,202508,666,429,237,651232.96,361284,1012516.96
432120,202508,1378,842,536,1278203.38,815173.93,2093377.31
432130,202508,677,479,198,730172.15,300565.95,1030738.10
432132,202508,19,17,2,25806,3036,28842
432135,202508,88,68,20,104745.47,30360.02,135105.49
432140,202508,315,248,67,376478.83,103224.43,479703.26
432143,202508,350,246,104,373440.01,157872.24,531312.25
432145,202508,410,304,106,461481.92,160908.22,622390.14
432146,202508,15,15,0,22770,,22770.0
432147,202508,108,75,33,113850.29,50094.2,163944.49
432149,202508,11,9,2,13662,3036,16698
432150,202508,1593,1087,506,1650133.02,769631.47,2419764.49
432160,202508,2799,1571,1228,2386372.79,1868678.1,4255050.89
432162,202508,10,6,4,9108,6072,15180
432163,202508,21,16,5,24288,7590,31878
432166,202508,201,145,56,220497.64,85008.57,305506.21
432170,202508,309,183,126,277804.23,191268.82,469073.05
432180,202508,608,407,201,617832.54,305118,922950.54
432183,202508,25,23,2,34914.35,3036,37950.35
432185,202508,94,76,18,115369.13,27324.5,142693.63
432190,202508,638,398,240,604176.99,364322.35,968499.34
432195,202508,103,80,23,121441.9,34914.6,156356.5
432200,202508,566,372,194,564714.57,296013.36,860727.93
432210,202508,135,81,54,122958.52,81972.5,204931.02
432215,202508,36,32,4,48576,6072,54648
432218,202508,23,22,1,33396.4,1518,34914.4
432220,202508,779,395,384,599630.45,584435.59,1184066.04
432225,202508,23,17,6,25807.5,9108,34915.5
432230,202508,139,91,48,138138.44,72864.3,211002.74
432232,202508,40,35,5,53131.32,7590,60721.32
432234,202508,6,5,1,7590,1518,9108
432235,202508,5,4,1,6072.23,1518,7590.23
432237,202508,27,20,7,30360,10626,40986
432240,202508,5550,3285,2265,4988299.21,3442841.25,8431140.46
432250,202508,1417,980,437,1487686.27,664888.79,2152575.06
432252,202508,65,58,7,88044.3,10626,98670.3
432253,202508,92,74,18,112333.94,27324,139657.94
432254,202508,34,18,16,27324.6,24288,51612.6
432255,202508,12,12,0,18216,,18216.0
432260,202508,1099,880,219,1338928.08,332443.72,1671371.80
432270,202508,275,217,58,330944.3,88046.81,418991.11
432280,202508,186,146,40,221633.14,60720,282353.14
432285,202508,3,3,0,4554.3,,4554.3
432290,202508,53,42,11,63756.42,16698,80454.42
432300,202508,6793,3931,2862,5973267.07,4347600.59,10320867.66
432310,202508,170,142,28,217075.82,42504,259579.82
432320,202508,25,17,8,25806,12144,37950
432330,202508,23,13,10,19734,15180,34914
432335,202508,11,7,4,10626,6072,16698
432340,202508,32,25,7,37950,10626,48576
432345,202508,142,98,44,148766.6,66792,215558.6
432350,202508,19,18,1,27324,1518,28842
432360,202508,4,4,0,6072,,6072.0
432370,202508,26,26,0,39470.34,,39470.34
432375,202508,38,36,2,54648.8,3036,57684.8
432377,202508,9,9,0,13662,,13662.0
432380,202508,336,188,148,285400.99,224668.98,510069.97
500020,202508,378,195,183,296018.93,277796.97,573815.90
500025,202508,179,87,92,132068.25,139657.67,271725.92
500060,202508,1915,1291,624,1959818.59,948761.19,2908579.78
500070,202508,679,412,267,625464.34,405313.53,1030777.87
500080,202508,179,147,32,223159.5,48577.06,271736.56
500085,202508,167,137,30,207978.85,45541.07,253519.92
500090,202508,429,214,215,324866.02,327889.9,652755.92
500100,202508,832,433,399,657315.05,605842.55,1263157.60
500110,202508,3101,1636,1465,2483551.24,2223890.21,4707441.45
500124,202508,370,179,191,271726.5,289942.76,561669.26
500150,202508,385,158,227,239853.07,344589.09,584442.16
500190,202508,702,480,222,728680.53,336998.6,1065679.13
500200,202508,253,202,51,306643.3,77418.53,384061.83
500210,202508,1878,653,1225,991275.18,1861079.69,2852354.87
500215,202508,241,151,90,229227.71,136620.6,365848.31
500220,202508,909,564,345,856195.54,523718.47,1379914.01
500230,202508,313,182,131,276283.2,198859.18,475142.38
500240,202508,781,510,271,774218.1,412898.12,1187116.22
500260,202508,661,295,366,447818.82,555590.77,1003409.59
500270,202508,41497,19852,21645,30171643.02,32883324.86,63054967.88
500280,202508,221,81,140,122959.64,212521.29,335480.93
500290,202508,1288,811,477,1231144.27,724089.22,1955233.49
500295,202508,617,407,210,620877.06,320300.3,941177.36
500310,202508,156,57,99,86527.23,150283.1,236810.33
500315,202508,1017,560,457,850085.27,693728.19,1543813.46
500320,202508,5527,2526,3001,3837631.15,4558569.2,8396200.35
500325,202508,1136,671,465,1018626.25,705876.36,1724502.61
500330,202508,1891,1019,872,1549866.37,1325225.55,2875091.92
500345,202508,405,291,114,441756.89,174571.31,616328.20
500348,202508,320,195,125,296015.54,189750,485765.54
500350,202508,141,70,71,106264.8,107778.39,214043.19
500370,202508,8861,4203,4658,6385483.45,7072396.05,13457879.50
500375,202508,544,324,220,493358.87,333960,827318.87
500380,202508,826,464,362,705893.85,549521.7,1255415.55
500390,202508,104,46,58,69829.1,88045.18,157874.28
500400,202508,308,173,135,264145.03,204930.94,469075.97
